Employee No.,Gender,Education,Education Field,Job Role,Department,Age group,Work Location,Attrition,Attrition Date,Attrition Label,Dynamic Date,Age,Attrition,Avg. Satisfaction Score,Employee Count,Environment Satisfaction,Attrition Count,Job Involvement,Job Satisfaction,Monthly Income,Percent Salary Hike,Performance Rating,Placeholder,Relationship Satisfaction,Work Life Balance
E_1875,Female,Bachelor's Degree,Medical,Sales Representative,Sales,25-34,Banglore,No,,Current Employees,,28,0,2.8,1,2,,3,2,2856,19,3,0,4,3
E_1585,Female,Master's Degree,Life Sciences,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,36,0,2.4,1,2,,3,3,6815,13,3,0,1,3
E_1676,Female,Master's Degree,Life Sciences,Manager,Sales,45-55,Mumbai,No,,Current Employees,,47,0,2.8,1,2,,4,2,15972,14,3,0,3,3
E_1436,Female,Master's Degree,Marketing,Sales Executive,Sales,35-44,Delhi,No,,Current Employees,,36,0,1.8,1,3,,2,1,5647,13,3,0,1,2
E_1527,Female,Bachelor's Degree,Life Sciences,Manager,Sales,45-55,Banglore,No,,Current Employees,,46,0,3.2,1,3,,3,2,16606,12,3,0,4,4
E_1657,Female,Bachelor's Degree,Medical,Sales Representative,Sales,< 25,Hydrabad,No,,Current Employees,,20,0,2.6,1,3,,3,3,2783,19,3,0,1,3
E_1503,Female,Bachelor's Degree,Medical,Sales Executive,Sales,45-55,Noida,No,,Current Employees,,47,0,2.8,1,3,,3,3,4591,17,3,0,3,2
E_1557,Female,Master's Degree,Life Sciences,Sales Executive,Sales,45-55,Pune,No,,Current Employees,,48,0,3,1,3,,3,3,6439,14,3,0,3,3
E_1815,Female,High School,Marketing,Sales Executive,Sales,35-44,Mumbai,No,,Current Employees,,41,0,3.4,1,3,,3,3,10447,13,3,0,4,4
E_1710,Female,Master's Degree,Life Sciences,Sales Representative,Sales,35-44,Delhi,No,,Current Employees,,36,0,3,1,3,,3,4,4502,15,3,0,3,2
E_2016,Female,Master's Degree,Marketing,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,32,0,3.2,1,3,,3,4,10422,19,3,0,3,3
E_1912,Female,Associates Degree,Medical,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,31,0,3.4,1,3,,3,4,6583,11,3,0,4,3
E_1962,Female,Master's Degree,Life Sciences,Sales Executive,Sales,35-44,Noida,No,,Current Employees,,35,0,3.4,1,3,,3,4,5204,11,3,0,4,3
E_1779,Female,Associates Degree,Life Sciences,Sales Executive,Sales,25-34,Pune,No,,Current Employees,,34,0,2.6,1,4,,1,4,6029,12,3,0,1,3
E_1935,Female,Doctoral Degree,Marketing,Sales Executive,Sales,> 55,Mumbai,No,,Current Employees,,56,0,2.6,1,4,,2,1,5380,16,3,0,3,3
E_2060,Female,Bachelor's Degree,Other,Sales Representative,Sales,25-34,Delhi,No,,Current Employees,,26,0,3.2,1,4,,2,3,2966,18,3,0,4,3
E_1915,Female,High School,Medical,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,34,0,3,1,4,,2,4,8103,12,3,0,3,2
E_1428,Female,Master's Degree,Marketing,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,30,0,2.6,1,4,,3,1,4779,14,3,0,2,3
E_1598,Female,Associates Degree,Life Sciences,Sales Executive,Sales,35-44,Noida,No,,Current Employees,,40,0,2.8,1,4,,3,1,4639,15,3,0,3,3
E_1495,Female,Associates Degree,Life Sciences,Sales Representative,Sales,< 25,Pune,No,,Current Employees,,24,0,3,1,4,,3,2,2033,13,3,0,3,3
E_1756,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Mumbai,No,,Current Employees,,33,0,3,1,4,,3,2,5147,15,3,0,4,2
E_2046,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,45-55,Delhi,No,,Current Employees,,45,0,3.2,1,4,,3,3,4850,15,3,0,3,3
E_1445,Female,High School,Medical,Sales Executive,Sales,< 25,Banglore,No,,Current Employees,,24,0,3.2,1,4,,3,3,4162,12,3,0,3,3
E_1938,Female,Bachelor's Degree,Life Sciences,Manager,Sales,> 55,Hydrabad,No,,Current Employees,,58,0,3.2,1,4,,3,4,17875,13,3,0,3,2
E_1757,Female,Master's Degree,Marketing,Sales Executive,Sales,45-55,Noida,No,,Current Employees,,49,0,3.6,1,4,,3,4,4507,12,3,0,3,4
E_1744,Female,Bachelor's Degree,Life Sciences,Human Resources,HR,45-55,Pune,No,,Current Employees,,45,0,2.8,1,3,,1,3,9756,21,4,0,3,4
E_2034,Female,Master's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Mumbai,No,,Current Employees,,41,0,2.2,1,1,,2,2,13570,23,4,0,3,3
E_1775,Female,Master's Degree,Medical,Manufacturing Director,R & D,45-55,Delhi,No,,Current Employees,,53,0,2.4,1,1,,2,3,12965,20,4,0,4,2
E_1441,Female,Associates Degree,Life Sciences,Research Scientist,R & D,> 55,Banglore,No,,Current Employees,,56,0,2.6,1,1,,3,1,2066,22,4,0,4,4
E_1581,Female,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,26,0,2.4,1,1,,3,4,2061,21,4,0,1,3
E_1622,Female,Bachelor's Degree,Medical,Manufacturing Director,R & D,25-34,Noida,No,,Current Employees,,28,0,1.6,1,2,,1,1,4877,21,4,0,2,2
E_1665,Female,Doctoral Degree,Medical,Manager,R & D,45-55,Pune,No,,Current Employees,,54,0,2.8,1,2,,3,3,17426,25,4,0,3,3
E_1520,Female,Master's Degree,Medical,Manager,R & D,45-55,Mumbai,No,,Current Employees,,54,0,2.6,1,2,,3,4,16032,20,4,0,1,3
E_1509,Female,Associates Degree,Medical,Laboratory Technician,R & D,45-55,Delhi,No,,Current Employees,,49,0,2,1,3,,2,1,4789,25,4,0,1,3
E_1834,Female,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,28,0,2.6,1,3,,3,1,3591,25,4,0,3,3
E_1979,Female,Bachelor's Degree,Medical,Research Director,R & D,25-34,Hydrabad,No,,Current Employees,,31,0,3.2,1,3,,3,3,11031,20,4,0,3,4
E_2017,Female,Bachelor's Degree,Life Sciences,Research Director,R & D,35-44,Noida,No,,Current Employees,,37,0,3,1,3,,4,4,13744,25,4,0,1,3
E_1675,Female,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,38,0,2.6,1,4,,2,2,2440,22,4,0,2,3
E_1423,Female,Bachelor's Degree,Medical,Research Director,R & D,> 55,Mumbai,No,,Current Employees,,58,0,2.8,1,4,,3,1,19701,21,4,0,3,3
E_1847,Female,Master's Degree,Other,Research Scientist,R & D,35-44,Delhi,No,,Current Employees,,36,0,3.2,1,4,,3,2,6962,22,4,0,4,3
E_1736,Female,High School,Technical Degree,Manufacturing Director,R & D,25-34,Banglore,No,,Current Employees,,31,0,3.4,1,4,,3,4,5238,20,4,0,4,2
E_2018,Female,Associates Degree,Other,Sales Executive,Sales,25-34,Hydrabad,No,,Current Employees,,25,0,2.2,1,1,,3,3,4907,22,4,0,2,2
E_1835,Female,Master's Degree,Marketing,Sales Representative,Sales,35-44,Noida,No,,Current Employees,,38,0,2,1,2,,1,4,5405,20,4,0,1,2
E_1554,Female,Master's Degree,Life Sciences,Sales Representative,Sales,35-44,Banglore,No,,Current Employees,,35,0,2.2,1,2,,2,3,2430,23,4,0,1,3
E_1864,Female,High School,Medical,Sales Representative,Sales,25-34,Banglore,No,,Current Employees,,27,0,2.8,1,2,,2,3,3540,21,4,0,4,3
E_1909,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,35-44,Banglore,No,,Current Employees,,41,0,2.8,1,3,,3,2,4393,21,4,0,3,3
E_1845,Female,Master's Degree,Life Sciences,Sales Executive,Sales,45-55,Banglore,No,,Current Employees,,45,0,3,1,3,,3,3,5154,22,4,0,2,4
E_1681,Female,Bachelor's Degree,Life Sciences,Sales Executive,Sales,25-34,Banglore,No,,Current Employees,,33,0,3.2,1,3,,3,4,5368,25,4,0,3,3
E_2035,Female,Bachelor's Degree,Marketing,Sales Executive,Sales,25-34,Noida,No,,Current Employees,,34,0,3.2,1,4,,2,3,6712,21,4,0,4,3
E_1805,Male,Bachelor's Degree,Human Resources,Human Resources,HR,35-44,Pune,No,,Current Employees,,38,0,2.6,1,1,,3,2,2592,13,3,0,4,3
E_1642,Male,Doctoral Degree,Human Resources,Human Resources,HR,35-44,Mumbai,No,,Current Employees,,44,0,2.8,1,1,,3,4,5743,11,3,0,3,3
E_1746,Male,Bachelor's Degree,Medical,Human Resources,HR,< 25,Delhi,No,,Current Employees,,24,0,3,1,1,,3,4,2145,14,3,0,4,3
E_1419,Male,Bachelor's Degree,Other,Human Resources,HR,25-34,Banglore,No,,Current Employees,,29,0,1.6,1,2,,2,1,7988,13,3,0,1,2
E_1778,Male,Bachelor's Degree,Life Sciences,Human Resources,HR,35-44,Hydrabad,No,,Current Employees,,43,0,2.8,1,2,,3,4,3539,13,3,0,2,3
E_1722,Male,Bachelor's Degree,Human Resources,Human Resources,HR,35-44,Noida,No,,Current Employees,,41,0,2.2,1,3,,1,2,6430,19,3,0,2,3
E_1794,Male,Associates Degree,Other,Human Resources,HR,35-44,Pune,No,,Current Employees,,37,0,2.6,1,3,,3,2,4071,13,3,0,3,2
E_1563,Male,Master's Degree,Human Resources,Human Resources,HR,35-44,Mumbai,No,,Current Employees,,38,0,3,1,3,,3,3,6077,11,3,0,3,3
E_1858,Male,Associates Degree,Life Sciences,Human Resources,HR,25-34,Delhi,No,,Current Employees,,28,0,3,1,3,,3,4,2706,15,3,0,2,3
E_1973,Male,Master's Degree,Human Resources,Manager,HR,45-55,Banglore,No,,Current Employees,,55,0,2.6,1,3,,4,2,19636,18,3,0,1,3
E_1865,Male,High School,Medical,Human Resources,HR,25-34,Hydrabad,No,,Current Employees,,29,0,3,1,4,,2,2,2804,11,3,0,4,3
E_1972,Male,Master's Degree,Other,Human Resources,HR,35-44,Noida,No,,Current Employees,,38,0,2.8,1,4,,3,2,2991,11,3,0,2,3
E_1694,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,45-55,Pune,No,,Current Employees,,55,0,2.4,1,1,,2,2,3537,12,3,0,4,3
E_1506,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Mumbai,No,,Current Employees,,28,0,2.2,1,1,,2,3,1563,14,3,0,4,1
E_1997,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Delhi,No,,Current Employees,,38,0,2.6,1,1,,2,3,5321,11,3,0,4,3
E_1435,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,36,0,2.4,1,1,,2,4,5810,16,3,0,3,2
E_1704,Male,Master's Degree,Medical,Research Scientist,R & D,35-44,Hydrabad,No,,Current Employees,,35,0,2.8,1,1,,2,4,4930,14,3,0,3,4
E_1954,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,25-34,Noida,No,,Current Employees,,29,0,1.6,1,1,,3,1,5373,12,3,0,1,2
E_1892,Male,Master's Degree,Life Sciences,Manager,R & D,35-44,Pune,No,,Current Employees,,40,0,1.8,1,1,,3,1,16823,11,3,0,1,3
E_1553,Male,Master's Degree,Technical Degree,Healthcare Representative,R & D,45-55,Mumbai,No,,Current Employees,,45,0,2,1,1,,3,2,7441,12,3,0,1,3
E_1659,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,36,0,2.4,1,1,,3,2,2013,11,3,0,3,3
E_2031,Male,Bachelor's Degree,Life Sciences,Manager,R & D,35-44,Banglore,No,,Current Employees,,42,0,2,1,1,,3,3,18880,11,3,0,1,2
E_1720,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,32,0,2,1,1,,3,3,3433,13,3,0,1,2
E_1682,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Noida,No,,Current Employees,,36,0,2.2,1,1,,3,3,5347,14,3,0,2,2
E_1473,Male,Master's Degree,Technical Degree,Healthcare Representative,R & D,45-55,Pune,No,,Current Employees,,49,0,2.2,1,1,,3,3,6651,14,3,0,2,2
E_1971,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Mumbai,No,,Current Employees,,43,0,2.4,1,1,,3,3,7510,17,3,0,2,3
E_1533,Male,High School,Life Sciences,Laboratory Technician,R & D,< 25,Delhi,No,,Current Employees,,23,0,2.4,1,1,,3,3,2272,14,3,0,2,3
E_1837,Male,Master's Degree,Life Sciences,Research Director,R & D,> 55,Banglore,No,,Current Employees,,58,0,2.4,1,1,,3,3,15787,14,3,0,2,3
E_1813,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,35-44,Hydrabad,No,,Current Employees,,43,0,2.4,1,1,,3,3,2438,13,3,0,3,2
E_1543,Male,Bachelor's Degree,Medical,Research Scientist,R & D,35-44,Noida,No,,Current Employees,,37,0,2.4,1,1,,3,4,4285,17,3,0,1,3
E_2014,Male,High School,Life Sciences,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,39,0,2.4,1,1,,3,4,4108,13,3,0,1,3
E_1415,Male,Bachelor's Degree,Technical Degree,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,25,0,2.4,1,1,,3,4,3229,11,3,0,2,2
E_1577,Male,Master's Degree,Medical,Research Scientist,R & D,25-34,Delhi,No,,Current Employees,,34,0,2.4,1,1,,3,4,2972,13,3,0,3,1
E_1438,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,45-55,Banglore,No,,Current Employees,,47,0,2.6,1,1,,3,4,3420,12,3,0,3,2
E_2012,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Hydrabad,No,,Current Employees,,40,0,2.6,1,1,,3,4,2406,19,3,0,3,2
E_1590,Male,High School,Life Sciences,Healthcare Representative,R & D,25-34,Noida,No,,Current Employees,,29,0,3.2,1,1,,3,4,8853,19,3,0,4,4
E_1594,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Pune,No,,Current Employees,,36,0,2.6,1,1,,4,1,5562,13,3,0,4,3
E_1460,Male,Bachelor's Degree,Medical,Healthcare Representative,R & D,45-55,Mumbai,No,,Current Employees,,45,0,1.8,1,2,,1,1,10851,18,3,0,2,3
E_1826,Male,Master's Degree,Medical,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,35,0,2.4,1,2,,1,3,2705,16,3,0,2,4
E_1766,Male,Bachelor's Degree,Medical,Healthcare Representative,R & D,35-44,Banglore,No,,Current Employees,,38,0,2.6,1,2,,1,4,5811,16,3,0,3,3
E_1609,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,30,0,2,1,2,,2,2,2141,12,3,0,2,2
E_1981,Male,Associates Degree,Life Sciences,Healthcare Representative,R & D,< 25,Noida,No,,Current Employees,,24,0,2.2,1,2,,2,3,4617,12,3,0,2,2
E_1994,Male,Associates Degree,Medical,Laboratory Technician,R & D,25-34,Pune,No,,Current Employees,,33,0,2.4,1,2,,2,3,2008,12,3,0,3,2
E_1696,Male,Associates Degree,Medical,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,34,0,3,1,2,,2,4,3986,14,3,0,3,4
E_2057,Male,Bachelor's Degree,Medical,Manufacturing Director,R & D,25-34,Delhi,No,,Current Employees,,31,0,2.2,1,2,,3,1,9936,19,3,0,2,3
E_1434,Male,High School,Life Sciences,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,27,0,2.4,1,2,,3,1,2099,14,3,0,2,4
E_1725,Male,High School,Medical,Laboratory Technician,R & D,< 25,Hydrabad,No,,Current Employees,,24,0,2.4,1,2,,3,1,3907,13,3,0,2,4
E_1485,Male,Bachelor's Degree,Medical,Research Director,R & D,25-34,Noida,No,,Current Employees,,34,0,2.4,1,2,,3,1,17007,14,3,0,4,2
E_1618,Male,Doctoral Degree,Medical,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,39,0,2.6,1,2,,3,1,5377,13,3,0,4,3
E_1586,Male,High School,Medical,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,29,0,2.6,1,2,,3,1,4723,18,3,0,4,3
E_1764,Male,Master's Degree,Technical Degree,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,32,0,2.4,1,2,,3,2,2718,14,3,0,2,3
E_1931,Male,Master's Degree,Technical Degree,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,27,0,2.4,1,2,,3,2,2226,11,3,0,3,2
E_1881,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,31,0,2.4,1,2,,3,3,4197,11,3,0,1,3
E_1496,Male,High School,Medical,Manufacturing Director,R & D,35-44,Noida,No,,Current Employees,,44,0,2.4,1,2,,3,3,10209,18,3,0,2,2
E_1549,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Pune,No,,Current Employees,,33,0,2.6,1,2,,3,3,5207,12,3,0,2,3
E_2008,Male,Master's Degree,Medical,Research Scientist,R & D,35-44,Mumbai,No,,Current Employees,,35,0,2.6,1,2,,3,3,5098,19,3,0,2,3
E_1606,Male,Doctoral Degree,Medical,Healthcare Representative,R & D,45-55,Delhi,No,,Current Employees,,50,0,2.8,1,2,,3,3,11245,15,3,0,3,3
E_1922,Male,Master's Degree,Medical,Healthcare Representative,R & D,45-55,Banglore,No,,Current Employees,,45,0,2.8,1,2,,3,3,5399,12,3,0,3,3
E_1721,Male,Master's Degree,Life Sciences,Laboratory Technician,R & D,25-34,Hydrabad,No,,Current Employees,,31,0,3.2,1,2,,3,3,3477,14,3,0,4,4
E_1729,Male,High School,Life Sciences,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,30,0,2.6,1,2,,3,4,2862,12,3,0,2,2
E_1580,Male,Master's Degree,Life Sciences,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,34,0,2.6,1,2,,3,4,5484,17,3,0,2,2
E_1804,Male,Associates Degree,Medical,Manufacturing Director,R & D,35-44,Mumbai,No,,Current Employees,,35,0,3,1,2,,3,4,5762,14,3,0,3,3
E_2020,Male,Bachelor's Degree,Medical,Research Scientist,R & D,35-44,Delhi,No,,Current Employees,,44,0,3,1,2,,3,4,2436,12,3,0,3,3
E_1941,Male,High School,Life Sciences,Research Director,R & D,45-55,Banglore,No,,Current Employees,,49,0,3.2,1,2,,3,4,19161,15,3,0,4,3
E_1940,Male,Associates Degree,Life Sciences,Research Scientist,R & D,35-44,Hydrabad,No,,Current Employees,,38,0,3.4,1,2,,3,4,4771,19,3,0,4,4
E_1465,Male,Bachelor's Degree,Technical Degree,Manufacturing Director,R & D,45-55,Noida,No,,Current Employees,,45,0,3.4,1,2,,3,4,9380,18,3,0,4,4
E_1803,Male,Bachelor's Degree,Medical,Healthcare Representative,R & D,35-44,Pune,No,,Current Employees,,42,0,2.4,1,2,,4,1,5538,18,3,0,3,2
E_1621,Male,Doctoral Degree,Life Sciences,Research Scientist,R & D,35-44,Mumbai,No,,Current Employees,,35,0,2.8,1,2,,4,1,5208,11,3,0,4,3
E_1903,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Delhi,No,,Current Employees,,44,0,2.8,1,2,,4,1,5033,15,3,0,4,3
E_1814,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Banglore,No,,Current Employees,,41,0,2,1,2,,4,2,6870,12,3,0,1,1
E_1698,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Hydrabad,No,,Current Employees,,33,0,3,1,2,,4,2,2028,18,3,0,4,3
E_1448,Male,Doctoral Degree,Medical,Research Scientist,R & D,35-44,Noida,No,,Current Employees,,41,0,2.4,1,2,,4,3,2127,12,3,0,1,2
E_2068,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Pune,No,,Current Employees,,34,0,2.8,1,2,,4,3,4404,12,3,0,1,4
E_1596,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,35,0,3,1,2,,4,3,3407,17,3,0,4,2
E_1689,Male,Master's Degree,Medical,Healthcare Representative,R & D,45-55,Delhi,No,,Current Employees,,53,0,3.2,1,2,,4,4,7005,15,3,0,3,3
E_1424,Male,Master's Degree,Medical,Research Director,R & D,45-55,Banglore,No,,Current Employees,,55,0,3.6,1,2,,4,4,14732,13,3,0,4,4
E_1514,Male,High School,Life Sciences,Manufacturing Director,R & D,25-34,Hydrabad,No,,Current Employees,,28,0,2,1,3,,1,2,6549,14,3,0,2,2
E_1539,Male,Doctoral Degree,Medical,Research Director,R & D,45-55,Noida,No,,Current Employees,,50,0,3,1,3,,1,4,14411,13,3,0,4,3
E_1551,Male,Associates Degree,Technical Degree,Laboratory Technician,R & D,< 25,Pune,No,,Current Employees,,24,0,2.2,1,3,,2,1,2296,14,3,0,2,3
E_1770,Male,Bachelor's Degree,Medical,Research Director,R & D,45-55,Mumbai,No,,Current Employees,,55,0,2.2,1,3,,2,1,19038,12,3,0,2,3
E_1542,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,42,0,2.4,1,3,,2,2,4841,14,3,0,2,3
E_1627,Male,Associates Degree,Medical,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,39,0,3,1,3,,2,3,3069,15,3,0,4,3
E_1471,Male,Bachelor's Degree,Life Sciences,Laboratory Technician,R & D,35-44,Hydrabad,No,,Current Employees,,44,0,3,1,3,,2,3,3162,14,3,0,4,3
E_2048,Male,Master's Degree,Life Sciences,Research Scientist,R & D,35-44,Noida,No,,Current Employees,,40,0,3,1,3,,2,3,2809,14,3,0,4,3
E_1932,Male,Master's Degree,Other,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,34,0,2.8,1,3,,2,4,5747,15,3,0,2,3
E_1601,Male,Associates Degree,Life Sciences,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,35,0,3,1,3,,2,4,2690,18,3,0,4,2
E_1911,Male,Bachelor's Degree,Medical,Research Director,R & D,35-44,Delhi,No,,Current Employees,,42,0,2.6,1,3,,3,1,13348,13,3,0,2,4
E_1952,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,26,0,2.6,1,3,,3,1,2867,13,3,0,4,2
E_1948,Male,Associates Degree,Medical,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,31,0,3,1,3,,3,1,3065,13,3,0,4,4
E_1484,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,45-55,Noida,No,,Current Employees,,49,0,2.6,1,3,,3,2,10466,14,3,0,2,3
E_1934,Male,Master's Degree,Technical Degree,Research Scientist,R & D,45-55,Pune,No,,Current Employees,,47,0,3,1,3,,3,2,5467,18,3,0,3,4
E_1727,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,45-55,Mumbai,No,,Current Employees,,46,0,3,1,3,,3,2,5562,14,3,0,4,3
E_1631,Male,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,35-44,Delhi,No,,Current Employees,,37,0,2.4,1,3,,3,3,5768,17,3,0,1,2
E_1677,Male,Bachelor's Degree,Life Sciences,Manager,R & D,45-55,Banglore,No,,Current Employees,,49,0,2.6,1,3,,3,3,15379,14,3,0,1,3
E_1482,Male,Bachelor's Degree,Technical Degree,Research Scientist,R & D,25-34,Hydrabad,No,,Current Employees,,30,0,2.6,1,3,,3,3,1274,13,3,0,2,2
E_1947,Male,Bachelor's Degree,Medical,Research Scientist,R & D,25-34,Noida,No,,Current Employees,,28,0,2.8,1,3,,3,3,2144,14,3,0,3,2
E_1474,Male,Bachelor's Degree,Medical,Research Scientist,R & D,35-44,Pune,No,,Current Employees,,40,0,3.2,1,3,,3,3,2345,14,3,0,3,4
E_1449,Male,Master's Degree,Other,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,40,0,3.2,1,3,,3,3,3975,11,3,0,3,4
E_2049,Male,Master's Degree,Life Sciences,Healthcare Representative,R & D,35-44,Delhi,No,,Current Employees,,35,0,3.4,1,3,,3,3,5689,14,3,0,4,4
E_1412,Male,Associates Degree,Life Sciences,Manufacturing Director,R & D,35-44,Banglore,No,,Current Employees,,35,0,3.2,1,3,,3,4,9362,11,3,0,3,3
E_1623,Male,High School,Medical,Research Scientist,R & D,< 25,Hydrabad,No,,Current Employees,,21,0,3.2,1,3,,3,4,3117,18,3,0,3,3
E_1789,Male,Master's Degree,Medical,Research Director,R & D,45-55,Noida,No,,Current Employees,,46,0,3.2,1,3,,3,4,19328,17,3,0,3,3
E_1799,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Pune,No,,Current Employees,,28,0,3.4,1,3,,3,4,2044,11,3,0,3,4
E_1417,Male,Bachelor's Degree,Other,Laboratory Technician,R & D,25-34,Mumbai,No,,Current Employees,,26,0,3,1,3,,4,1,3578,12,3,0,4,3
E_1440,Male,Associates Degree,Technical Degree,Laboratory Technician,R & D,35-44,Banglore,No,,Current Employees,,37,0,2.4,1,3,,4,3,3500,14,3,0,1,1
E_1558,Male,Bachelor's Degree,Life Sciences,Research Scientist,R & D,25-34,Banglore,No,,Current Employees,,29,0,2.6,1,3,,4,3,2451,18,3,0,1,2
E_1763,Male,Bachelor's Degree,Life Sciences,Healthcare Representative,R & D,25-34,Banglore,No,,Current Employees,,30,0,3.2,1,3,,4,3,5294,16,3,0,3,3
E_1707,Male,Bachelor's Degree,Medical,Research Scientist,R & D,< 25,Banglore,No,,Current Employees,,24,0,3.4,1,3,,4,3,4401,16,3,0,4,3
E_1918,Male,Bachelor's Degree,Other,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,26,0,3,1,3,,4,4,2544,18,3,0,1,3
E_1615,Male,Master's Degree,Life Sciences,Manufacturing Director,R & D,25-34,Mumbai,No,,Current Employees,,34,0,3,1,3,,4,4,4724,13,3,0,1,3
E_2061,Male,Associates Degree,Medical,Laboratory Technician,R & D,35-44,Delhi,No,,Current Employees,,36,0,3.4,1,3,,4,4,2571,17,3,0,3,3
E_1718,Male,Master's Degree,Medical,Laboratory Technician,R & D,25-34,Banglore,No,,Current Employees,,26,0,3,1,4,,1,3,2305,15,3,0,3,4
E_1859,Male,High School,Life Sciences,Healthcare Representative,R & D,25-34,Hydrabad,No,,Current Employees,,29,0,3,1,4,,1,3,6384,17,3,0,4,3
E_1619,Male,Bachelor's Degree,Other,Laboratory Technician,R & D,25-34,Noida,No,,Current Employees,,27,0,2.2,1,4,,2,1,4066,11,3,0,1,3
E_2062,Male,High School,Medical,Healthcare Representative,R & D,35-44,Pune,No,,Current Employees,,39,0,2.2,1,4,,2,1,9991,15,3,0,1,3
E_1564,Male,Bachelor's Degree,Medical,Laboratory Technician,R & D,35-44,Mumbai,No,,Current Employees,,35,0,2.4,1,4,,2,1,2450,19,3,0,2,3
E_2053,Male,Associates Degree,Other,Laboratory Technician,R & D,25-34,Delhi,No,,Current Employees,,29,0,2.4,1,4,,2,2,4025,13,3,0,1,3
E_1468,Male,High School,Medical,Research Director,R & D,35-44,Banglore,No,,Current Employees,,40,0,2.8,1,4,,2,2,13757,11,3,0,3,3
E_1545,Male,Bachelor's Degree,Life Sciences,Manufacturing Director,R & D,25-34,Hydrabad,No,,Current Employees,,33,0,3,1,4,,2,2,4320,13,3,0,4,3
E_1867,Male,Bachelor's Degree,Life Sciences,Research Director,R & D,45-55,Noida,No,,Current Employees,,48,0,3,1,4,,2,2,19665,12,3,0,4,3
